fiscal_year,region_psgc,region_code,nccap_theme,tagged_budget_php_m,adaptation_share_pct,source_system,data_status
2023,PH120000000,XII,Human Security,181.22,70.0,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH120000000,XII,Sustainable Energy,207.64,37.1,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH120000000,XII,Climate-Smart Industries and Services,84.09,80.9,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH120000000,XII,Knowledge & Capacity Development,63.69,66.5,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH120000000,XII,Cross-Cutting,45.26,87.8,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Water Sufficiency,209.84,63.0,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Food Security,167.08,65.2,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Ecosystem & Environmental Stability,143.46,67.4,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Human Security,137.4,69.5,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Sustainable Energy,102.97,30.0,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Climate-Smart Industries and Services,75.66,82.9,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Knowledge & Capacity Development,41.15,88.4,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH160000000,XIII,Cross-Cutting,32.59,81.7,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Water Sufficiency,312.68,74.4,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Food Security,265.91,57.6,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Ecosystem & Environmental Stability,193.13,69.2,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Human Security,183.68,68.8,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Sustainable Energy,180.86,43.0,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Climate-Smart Industries and Services,115.23,74.5,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Knowledge & Capacity Development,56.67,88.2,Synthetic CCET-like PoC feed,SYNTHETIC
2023,PH190000000,BARMM,Cross-Cutting,36.99,84.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Water Sufficiency,908.69,70.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Food Security,877.72,63.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Ecosystem & Environmental Stability,523.93,77.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Human Security,442.69,61.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Sustainable Energy,514.51,20.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Climate-Smart Industries and Services,290.52,72.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Knowledge & Capacity Development,173.5,80.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH130000000,NCR,Cross-Cutting,100.73,84.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Water Sufficiency,189.09,70.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Food Security,143.21,79.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Ecosystem & Environmental Stability,112.16,86.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Human Security,68.71,65.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Sustainable Energy,94.36,44.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Climate-Smart Industries and Services,58.42,63.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Knowledge & Capacity Development,28.13,81.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH140000000,CAR,Cross-Cutting,23.28,59.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Water Sufficiency,508.07,62.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Food Security,328.28,74.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Ecosystem & Environmental Stability,292.28,70.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Human Security,241.93,78.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Sustainable Energy,224.48,45.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Climate-Smart Industries and Services,90.14,59.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Knowledge & Capacity Development,87.68,79.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH010000000,I,Cross-Cutting,38.35,80.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Water Sufficiency,315.8,82.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Food Security,289.84,68.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Ecosystem & Environmental Stability,146.59,77.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Human Security,179.16,87.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Sustainable Energy,145.84,48.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Climate-Smart Industries and Services,73.11,58.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Knowledge & Capacity Development,51.68,77.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH020000000,II,Cross-Cutting,36.88,88.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Water Sufficiency,892.38,56.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Food Security,681.33,70.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Ecosystem & Environmental Stability,617.42,71.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Human Security,337.4,87.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Sustainable Energy,359.61,29.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Climate-Smart Industries and Services,191.64,70.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Knowledge & Capacity Development,158.76,72.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH030000000,III,Cross-Cutting,95.61,89.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Water Sufficiency,1144.76,78.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Food Security,785.89,71.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Ecosystem & Environmental Stability,855.67,70.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Human Security,427.31,64.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Sustainable Energy,473.85,40.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Climate-Smart Industries and Services,321.93,55.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Knowledge & Capacity Development,155.31,55.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH040000000,IV-A,Cross-Cutting,132.67,63.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Water Sufficiency,236.4,75.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Food Security,230.81,84.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Ecosystem & Environmental Stability,191.41,63.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Human Security,155.97,63.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Sustainable Energy,134.19,22.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Climate-Smart Industries and Services,76.28,88.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Knowledge & Capacity Development,60.38,66.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH170000000,MIMAROPA,Cross-Cutting,25.73,77.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Water Sufficiency,412.48,55.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Food Security,403.24,58.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Ecosystem & Environmental Stability,332.59,55.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Human Security,166.43,75.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Sustainable Energy,251.59,30.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Climate-Smart Industries and Services,142.11,67.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Knowledge & Capacity Development,70.94,58.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH050000000,V,Cross-Cutting,42.88,88.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Water Sufficiency,710.37,60.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Food Security,480.4,69.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Ecosystem & Environmental Stability,357.08,72.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Human Security,237.75,64.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Sustainable Energy,290.4,40.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Climate-Smart Industries and Services,186.69,62.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Knowledge & Capacity Development,95.26,83.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH060000000,VI,Cross-Cutting,53.64,86.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Water Sufficiency,542.03,87.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Food Security,565.78,73.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Ecosystem & Environmental Stability,345.43,58.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Human Security,328.9,66.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Sustainable Energy,388.19,23.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Climate-Smart Industries and Services,165.7,70.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Knowledge & Capacity Development,85.36,84.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH070000000,VII,Cross-Cutting,76.96,65.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Water Sufficiency,429.02,55.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Food Security,276.13,63.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Ecosystem & Environmental Stability,185.06,70.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Human Security,200.69,76.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Sustainable Energy,222.48,44.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Climate-Smart Industries and Services,111.23,70.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Knowledge & Capacity Development,51.34,76.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH080000000,VIII,Cross-Cutting,43.14,66.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Water Sufficiency,282.75,78.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Food Security,246.33,63.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Ecosystem & Environmental Stability,249.96,85.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Human Security,170.97,64.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Sustainable Energy,146.78,44.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Climate-Smart Industries and Services,76.06,79.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Knowledge & Capacity Development,57.71,88.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH090000000,IX,Cross-Cutting,37.95,89.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Water Sufficiency,492.89,84.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Food Security,310.63,77.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Ecosystem & Environmental Stability,194.25,80.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Human Security,171.05,65.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Sustainable Energy,188.81,43.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Climate-Smart Industries and Services,117.23,69.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Knowledge & Capacity Development,68.3,62.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH100000000,X,Cross-Cutting,55.41,72.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Water Sufficiency,378.96,79.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Food Security,338.59,75.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Ecosystem & Environmental Stability,308.52,88.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Human Security,209.8,70.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Sustainable Energy,233.64,22.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Climate-Smart Industries and Services,101.76,55.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Knowledge & Capacity Development,87.62,55.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH110000000,XI,Cross-Cutting,37.76,76.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Water Sufficiency,316.91,63.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Food Security,355.2,66.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Ecosystem & Environmental Stability,190.82,65.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Human Security,210.94,76.8,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Sustainable Energy,197.15,39.7,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Climate-Smart Industries and Services,118.84,61.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Knowledge & Capacity Development,61.38,85.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH120000000,XII,Cross-Cutting,37.01,84.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Water Sufficiency,231.17,84.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Food Security,156.7,84.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Ecosystem & Environmental Stability,127.82,77.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Human Security,146.77,65.9,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Sustainable Energy,135.35,33.2,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Climate-Smart Industries and Services,60.84,69.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Knowledge & Capacity Development,46.46,59.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH160000000,XIII,Cross-Cutting,25.75,56.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Water Sufficiency,432.65,88.0,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Food Security,321.37,71.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Ecosystem & Environmental Stability,203.59,64.3,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Human Security,134.54,83.4,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Sustainable Energy,156.46,20.6,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Climate-Smart Industries and Services,88.76,65.1,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Knowledge & Capacity Development,62.94,55.5,Synthetic CCET-like PoC feed,SYNTHETIC
2024,PH190000000,BARMM,Cross-Cutting,39.16,89.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Water Sufficiency,1067.03,71.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Food Security,806.25,73.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Ecosystem & Environmental Stability,458.71,78.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Human Security,559.39,59.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Sustainable Energy,501.36,36.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Climate-Smart Industries and Services,317.62,61.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Knowledge & Capacity Development,213.29,75.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH130000000,NCR,Cross-Cutting,85.79,62.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Water Sufficiency,176.41,87.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Food Security,157.3,58.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Ecosystem & Environmental Stability,101.28,74.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Human Security,86.87,65.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Sustainable Energy,96.85,22.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Climate-Smart Industries and Services,54.6,85.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Knowledge & Capacity Development,34.15,84.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH140000000,CAR,Cross-Cutting,19.37,65.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Water Sufficiency,326.91,84.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Food Security,310.34,73.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Ecosystem & Environmental Stability,323.49,84.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Human Security,165.16,68.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Sustainable Energy,181.55,45.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Climate-Smart Industries and Services,105.53,59.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Knowledge & Capacity Development,73.78,59.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH010000000,I,Cross-Cutting,59.85,81.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Water Sufficiency,317.36,59.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Food Security,255.75,80.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Ecosystem & Environmental Stability,206.65,64.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Human Security,139.19,60.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Sustainable Energy,176.68,48.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Climate-Smart Industries and Services,94.86,87.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Knowledge & Capacity Development,69.71,82.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH020000000,II,Cross-Cutting,43.43,84.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Water Sufficiency,1070.04,66.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Food Security,534.31,64.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Ecosystem & Environmental Stability,526.41,60.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Human Security,520.94,64.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Sustainable Energy,468.32,36.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Climate-Smart Industries and Services,238.32,74.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Knowledge & Capacity Development,181.08,75.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH030000000,III,Cross-Cutting,81.31,62.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Water Sufficiency,1268.97,78.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Food Security,882.74,80.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Ecosystem & Environmental Stability,827.71,87.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Human Security,446.49,85.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Sustainable Energy,499.19,37.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Climate-Smart Industries and Services,264.04,64.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Knowledge & Capacity Development,175.64,84.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH040000000,IV-A,Cross-Cutting,139.5,86.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Water Sufficiency,354.19,64.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Food Security,234.64,81.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Ecosystem & Environmental Stability,186.17,88.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Human Security,134.83,67.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Sustainable Energy,148.85,30.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Climate-Smart Industries and Services,65.45,67.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Knowledge & Capacity Development,60.24,62.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH170000000,MIMAROPA,Cross-Cutting,28.5,58.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Water Sufficiency,416.86,71.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Food Security,397.0,85.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Ecosystem & Environmental Stability,287.44,55.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Human Security,279.39,75.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Sustainable Energy,265.74,26.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Climate-Smart Industries and Services,149.11,60.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Knowledge & Capacity Development,84.83,60.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH050000000,V,Cross-Cutting,49.36,68.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Water Sufficiency,583.26,63.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Food Security,568.42,66.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Ecosystem & Environmental Stability,469.85,61.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Human Security,346.34,79.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Sustainable Energy,385.28,45.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Climate-Smart Industries and Services,153.39,81.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Knowledge & Capacity Development,81.57,74.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH060000000,VI,Cross-Cutting,69.61,87.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Water Sufficiency,502.13,81.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Food Security,555.02,59.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Ecosystem & Environmental Stability,461.62,60.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Human Security,346.64,67.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Sustainable Energy,331.4,37.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Climate-Smart Industries and Services,184.44,84.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Knowledge & Capacity Development,92.3,64.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH070000000,VII,Cross-Cutting,70.19,60.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Water Sufficiency,421.82,71.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Food Security,260.77,77.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Ecosystem & Environmental Stability,203.72,85.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Human Security,216.86,63.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Sustainable Energy,188.18,33.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Climate-Smart Industries and Services,125.36,81.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Knowledge & Capacity Development,78.19,80.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH080000000,VIII,Cross-Cutting,40.01,87.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Water Sufficiency,312.19,70.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Food Security,208.08,58.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Ecosystem & Environmental Stability,213.43,61.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Human Security,178.79,82.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Sustainable Energy,161.09,30.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Climate-Smart Industries and Services,107.19,81.3,Synthetic CCET-like PoC feed,SYNTHETIC
